"","L61","L62","L63","L64","L65","L66","L67","L68","L69","L70","L71","L72","L73","L74","L75","L76","L77","L78","L79","L80","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"Progesterone"," 0.14256271"," 0.00805314","-0.17087857","-0.04923969","-0.04219938","-0.39632991"," 0.48243049","-0.01084497"," 0.05141482"," 0.01413938"," 0.38899550"," 0.41286910","-0.03049315"," 0.25924466"," 0.31435980"," 0.23791771"," 0.21696742","-0.05066078","-0.14755560","-0.13011862","-0.45968972","-0.49767083","-0.04936104","-0.40391273","-0.44075916","-0.39866244","-0.33737650","-0.02312588"," 0.20114102","-0.21629657"," 0.42119087"," 0.25623888","-0.11018226"," 0.23945418"," 0.40266734"," 0.48811166"," 0.11200541","-0.51188834","-0.04604845","-0.12646948"
"Neocnidilide","-0.3902930187","-0.0953918981","-0.1595098980","-0.0866052229","-0.2759903364","-0.0467606952","-0.0725580868"," 0.0519576724","-0.3476580764","-0.0009620437","-0.3343929213","-0.0836771225","-0.1619251483","-0.2284830377","-0.2648462128","-0.1595113147","-0.1758552453","-0.2461335213","-0.2546804834","-0.3227455437","-0.1832589404","-0.0240817548","-0.2484540276"," 0.0375968485"," 0.0018379090","-0.0845042564"," 0.3187818252","-0.0557064308"," 0.1717240648"," 0.2908953545"," 0.2866070430"," 0.5976040496"," 0.1708277432"," 0.3044344479"," 0.5921504768"," 0.3384508685"," 0.6097069813"," 0.4463586458"," 0.2511460368","-0.1660947302"
"Ipratropium","-0.167004519","-0.048959239","-0.200674640","-0.033949508"," 0.082252991","-0.076373382","-0.043040918"," 0.010710839"," 0.024469887","-0.085479467","-0.081792999"," 0.067932045"," 0.438797015"," 0.276141661","-0.005358587","-0.002079732","-0.102887677","-0.038836163"," 0.013221260","-0.002805815","-0.186688864"," 0.092254449","-0.183482882","-0.107151751"," 0.077760623","-0.349452201","-0.077566971"," 0.103131739","-0.032861554"," 0.650547799"," 0.038052742","-0.040408110","-0.110004259"," 0.023048004","-0.039140656","-0.010990104","-0.061951127","-0.037064404","-0.101684516"," 0.329368992"
"Chlorpheniramine"," 0.113818197"," 0.389234797"," 0.067140380","-0.031940703"," 0.048634349","-0.167333039"," 0.100837702"," 0.129692142","-0.059536238","-0.292519989","-0.079902083"," 0.120321371"," 0.145573493"," 0.003125268"," 0.356586695"," 0.134504940"," 0.271078618"," 0.687740441"," 0.228371252"," 0.009281777","-0.048905619","-0.297051030","-0.067338274"," 0.156562933","-0.124058935"," 0.001790471","-0.217808075","-0.312259559","-0.097555081","-0.002346607","-0.130695431","-0.014220481","-0.198670983","-0.035349020","-0.202069909","-0.268148430","-0.194924177","-0.140118724","-0.149727443"," 0.168185004"
"Sinapyl alcohol","-0.095618430","-0.057968755","-0.112622968","-0.140299122","-0.139006194","-0.138077932","-0.100913133","-0.129751488","-0.137466173","-0.138024483","-0.071121522","-0.007163336","-0.090336202","-0.134175161"," 0.093486826"," 0.142908280","-0.108385589","-0.129155523","-0.132832427","-0.078006281"," 0.069639761","-0.132029464","-0.048371437"," 0.207427389","-0.049488325"," 0.105065470"," 0.001252384"," 0.337060939"," 0.065038036"," 0.080571544","-0.068233163","-0.031220709","-0.019598659","-0.074635028","-0.062756889","-0.058634560","-0.097007940"," 0.743030584","-0.122281196"," 0.859700878"
"Cyclohexylamine","-0.230268324"," 0.037632276","-0.265775939","-0.242590300","-0.018462097","-0.129350943"," 0.068869743"," 0.244348432","-0.222095029","-0.213797434","-0.107312502"," 0.001050216"," 0.266033111"," 0.384132299"," 0.515474332","-0.135388783","-0.077817152","-0.083127653","-0.110334133"," 0.002545760"," 0.112831833"," 0.155386187","-0.151024530","-0.087650780","-0.131198684","-0.014758194"," 0.605323736","-0.169263695","-0.158769670","-0.137233576","-0.097197677","-0.143922751","-0.119173757"," 0.291629042","-0.155592350"," 0.211516050"," 0.734224061","-0.050241458","-0.126856524","-0.251793143"
"4-Hydroxytamoxifen"," 0.077214351"," 0.225970495"," 0.269053397"," 0.133536826"," 0.139009907","-0.005772310"," 0.184370137"," 0.237019924"," 0.193087519"," 0.064705183"," 0.006807893"," 0.282782645"," 0.177740710"," 0.410906411"," 0.266877707"," 0.179861220"," 0.237832733"," 0.325254475"," 0.105935337"," 0.265749803"," 0.161700695"," 0.026184691","-0.257398361"," 0.051961603","-0.460066420","-0.018539713","-0.190860692","-0.112401822","-0.252163954"," 0.143541679","-0.493555122","-0.208318598","-0.205245054","-0.173916947","-0.495036256","-0.208756160","-0.175210966"," 0.127213994","-0.447983370","-0.589093589"
"Nalbuphine","-0.06962109"," 0.30495735"," 0.27182091"," 0.18626849"," 0.34932976"," 0.17203043"," 0.12874447"," 0.25560181","-0.07341893","-0.06445702","-0.07599616"," 0.21671903","-0.03425055","-0.05642341"," 0.11405585","-0.04562204"," 0.13600609"," 0.04712611","-0.07836773","-0.09681804","-0.12938927","-0.12938666","-0.12938703","-0.12938498","-0.12938671","-0.12938328","-0.12938174","-0.12938563","-0.12938458","-0.12938127","-0.12938575","-0.12938178","-0.12938291","-0.12938460","-0.12938166","-0.12938573","-0.12938194","-0.12938019","-0.12938036"," 0.87061073"
"Calcitriol","-0.10702531","-0.24238462","-0.02059809"," 0.23538210"," 0.16337987","-0.02756211","-0.26747169","-0.07876811","-0.28089401","-0.25501499","-0.17459118","-0.14817607","-0.14471255","-0.06939017","-0.26358350","-0.14123408","-0.06537512"," 0.05699417","-0.11763145","-0.04915332","-0.20550248","-0.08510427"," 0.26758667","-0.09893391"," 0.05354685","-0.13806572","-0.02589674"," 0.10840362","-0.04161867"," 0.18518259","-0.00610592"," 0.02256921"," 0.71910599"," 0.04507271"," 0.30802799"," 0.51034114"," 0.26592154","-0.26912558"," 0.02017515"," 0.36223006"
"N-Acetylhistidine"," 0.34035149","-0.11756710","-0.10667219","-0.06399050"," 0.33488666"," 0.16452582","-0.08317454"," 0.03550135","-0.04024580"," 0.05112042","-0.09462012"," 0.28588775"," 0.11989517"," 0.34598729"," 0.42504598"," 0.37463540"," 0.38939278"," 0.12522060"," 0.02783455"," 0.56924541","-0.02266310","-0.02816739","-0.12219368","-0.17458784","-0.20117205","-0.28856842"," 0.08881746","-0.27938075","-0.42379246","-0.43075459","-0.15426550","-0.40759511"," 0.05206299","-0.38928800","-0.30729657","-0.28219914"," 0.06983563"," 0.04742684","-0.06878037"," 0.23930161"
"3,4-Methylenedioxyamphetamine"," 0.07301699"," 0.08872536"," 0.10240746"," 0.66645509","-0.06806525"," 0.15345378"," 0.07838855"," 0.04674657"," 0.05121113"," 0.10646486"," 0.01282394"," 0.46558658","-0.06443144","-0.03088045","-0.05706439","-0.10674351","-0.06515565","-0.12367569"," 0.25540271","-0.06067101","-0.24019878","-0.15529562","-0.16183442","-0.19895231","-0.30301010","-0.11654449","-0.02483853"," 0.07032668","-0.02446903"," 0.11118454","-0.16584203","-0.12033414"," 0.14727601","-0.09138596"," 0.30488122","-0.09740032","-0.08393181","-0.26204881"," 0.22196717","-0.33354491"
"Linezolid","-0.0727825469"," 0.0032238969","-0.0817070527","-0.1662146263","-0.0625112761","-0.0049712663","-0.1479308974"," 0.0011185549","-0.1627313606","-0.1976242927","-0.1812574732","-0.0854550785","-0.0666643422","-0.0245732654"," 0.0429944722","-0.0397238373"," 0.0008215203","-0.0265932093","-0.1023884324"," 0.0095039741","-0.1014823005","-0.1632149267","-0.1490728440"," 0.0636842820","-0.0048863933","-0.0185174573","-0.0767059220","-0.0995932755"," 0.0037583761"," 0.2062840173"," 0.0475962283"," 0.1729556180"," 0.0311536217"," 0.1731378441"," 0.0433000621","-0.0795109489"," 0.0922851665"," 0.2600482545"," 0.1618714296"," 0.8023757073"
"3,3'-Dimethoxybenzidine","-0.207015695"," 0.064664000"," 0.290510084"," 0.275325712"," 0.269638777","-0.038276240"," 0.088294008"," 0.315060303"," 0.253590584"," 0.155373547"," 0.103866850"," 0.165329820","-0.532308475"," 0.467691525"," 0.250138558"," 0.234737089"," 0.079202950"," 0.078180137"," 0.027096797","-0.035661823","-0.053812811"," 0.074178551","-0.083526296","-0.212332903","-0.041526895","-0.025725908"," 0.118570831","-0.109665102","-0.004500185","-0.030813177","-0.182615256","-0.207318152","-0.076541327","-0.274330089","-0.176047573","-0.199261189","-0.277949887","-0.076339576","-0.222570047","-0.243311515"
"Piperidine","-0.088115790","-0.084163846","-0.076756686"," 0.029949027","-0.082593317","-0.014928757"," 0.093598680","-0.192097071","-0.110425631","-0.044551739","-0.090792152","-0.027178933","-0.048540089","-0.053160750","-0.057003367"," 0.010562327"," 0.001320471","-0.085313731","-0.052301624"," 0.024863645"," 0.011995196","-0.222454982","-0.039269816"," 0.007208632"," 0.033089555","-0.035067723"," 0.136207296","-0.195362667","-0.048679270","-0.102149743"," 0.036561464","-0.172554603"," 0.010943011"," 0.025121712"," 0.192803561"," 0.181899824"," 0.174443408"," 0.127221556"," 0.048127903"," 0.777545018"
"Fomepizole","-0.059910066","-0.046145778","-0.038753476","-0.024660559","-0.007721873","-0.026013092","-0.051243340","-0.024137375","-0.038803738","-0.027068241"," 0.061943505","-0.034788216"," 0.065701319","-0.037004883","-0.024895052","-0.037290351","-0.051669572","-0.015630529","-0.009904139"," 0.092134381"," 0.050694881","-0.037216268","-0.057601268"," 0.020783080","-0.058195058","-0.032851187","-0.058094827","-0.060124450","-0.040893283","-0.044268995","-0.051550999","-0.045966774","-0.038286025","-0.049715936","-0.049720425","-0.039541897","-0.046735690"," 0.065963567","-0.030692920"," 0.939875550"
"Phosphorylcholine"," 0.550920019"," 0.625325978"," 0.394610386"," 0.216019586"," 0.403962187"," 0.488404958"," 0.096890141"," 0.369953483"," 0.271699784"," 0.072051664"," 0.017640686","-0.031480910"," 0.213466918"," 0.067454137"," 0.082227662","-0.015962170","-0.155441944","-0.102515460","-0.157509279","-0.128365355","-0.060760500"," 0.002488015","-0.150898867","-0.086898596","-0.085879835","-0.123663450","-0.119077371","-0.159738726","-0.126499786","-0.200501174","-0.299791924","-0.135029174","-0.064317915","-0.215844575","-0.312911873","-0.374674022","-0.327579864","-0.041928090","-0.115022803","-0.280821942"
"(E)-3-(4-Hydroxyphenyl)-2-propenal","-0.184711460"," 0.089068258"," 0.040917698","-0.004760471"," 0.006145238","-0.319686292","-0.209210375"," 0.029345895","-0.372890635","-0.203413923","-0.314350821","-0.250071984","-0.198144660"," 0.077743894","-0.202692397","-0.275188465","-0.300418456","-0.094954549","-0.306629639","-0.294368472","-0.196935388","-0.057918328","-0.264845673","-0.073805886","-0.094362430","-0.142818977"," 0.251602943","-0.117174391"," 0.311924856"," 0.489899055"," 0.383366752"," 0.627109365"," 0.055035950"," 0.316529770"," 0.342868156"," 0.150359363"," 0.396430934"," 0.364040697"," 0.450754920"," 0.096209924"
"Choline","-0.207620138"," 0.083198108","-0.121875302","-0.133543914","-0.011053214"," 0.633801655","-0.062633663"," 0.788545887"," 0.619858868"," 0.323025910"," 0.017137292","-0.039060935"," 0.007697249"," 0.193619878"," 0.472148086"," 0.051759182","-0.018957537"," 0.407381329"," 0.196092746","-0.095878811","-0.045022756"," 0.107106944","-0.195576152","-0.056775998","-0.192759373","-0.086258950","-0.206361762","-0.190440622","-0.181129020","-0.211454113","-0.192723958","-0.193142812","-0.162783944","-0.208624513","-0.189141661","-0.203957175","-0.172534570","-0.181529669","-0.167321798","-0.173210775"
"Lenticin","-0.157581593"," 0.113004394"," 0.048732769","-0.097937991"," 0.302220317"," 0.033383506"," 0.038441431","-0.099033591"," 0.019512545"," 0.149661794"," 0.023687557"," 0.035212748","-0.130887707","-0.133474921","-0.166084136","-0.122988883","-0.149330704","-0.167738140","-0.171007514","-0.125289847","-0.004561511"," 0.541893049"," 0.286400587","-0.209295518"," 0.238690403"," 0.776349877","-0.172568139"," 0.365568275","-0.159464964","-0.148169384"," 0.050562792","-0.164627427","-0.111335965","-0.168857778","-0.086551672"," 0.333383422","-0.223650123","-0.218728223"," 0.038572055","-0.206111791"
"Mupirocin","-0.23227689","-0.31727035","-0.28770124","-0.32151948","-0.22146978","-0.19141996","-0.16103950","-0.19333237","-0.20775067","-0.20630907","-0.20414869","-0.17426827","-0.31647986","-0.14849267","-0.20731934","-0.09684580","-0.16846396","-0.18233128","-0.08798223","-0.17197253"," 0.20119783"," 0.40490474","-0.14067266","-0.15452692"," 0.47281706"," 0.50106868"," 0.44241200"," 0.40474868"," 0.34747739"," 0.67848052"," 0.44365093"," 0.23169007"," 0.18913965"," 0.15700845"," 0.09832703","-0.20322498"," 0.22715731"," 0.16601639","-0.21074665","-0.15853155"
"Indoleacetaldehyde"," 0.320047595"," 0.462624753"," 0.321369616"," 0.074755870"," 0.504109986","-0.003008880"," 0.010860651"," 0.169626670","-0.106824317","-0.324123554"," 0.417042626","-0.171682114","-0.121334450","-0.123188538","-0.108643216"," 0.315320894","-0.056808915"," 0.027185634","-0.333102170"," 0.004965599","-0.016242409","-0.071957707"," 0.524362185","-0.373362351","-0.230139099"," 0.626637649"," 0.061252584","-0.158098637","-0.241712034","-0.247379002","-0.245736861","-0.223755711"," 0.057581518","-0.132668421","-0.157635800","-0.278249191"," 0.001071718","-0.082821350","-0.205257698"," 0.114916876"
"Gein","-0.0136733296"," 0.0022838279","-0.0252773303","-0.0006935948","-0.0031659695","-0.0290691368","-0.0135489889","-0.0215680713","-0.0187424047","-0.0232286864","-0.0438176895","-0.0165051468","-0.0305921619"," 0.0007147520","-0.0245808167","-0.0296818394","-0.0275219888","-0.0240062910","-0.0298459646","-0.0444786694","-0.0398854291","-0.0340774703","-0.0533681573","-0.0206540219","-0.0150598786","-0.0449868949","-0.0118527355","-0.0229981471","-0.0264302755"," 0.0232924029","-0.0252884108","-0.0400817954","-0.0298184729","-0.0227989591","-0.0288789557","-0.0204960252","-0.0324742142","-0.0631316552","-0.0108797490"," 0.9368683448"
"D-Glycero-D-galacto-heptitol","-0.19241962","-0.19371337","-0.19889799","-0.19840329","-0.19387784","-0.18384542","-0.19717405","-0.19831576","-0.20030223","-0.19557476","-0.19411974","-0.18803036","-0.16034678","-0.17361464","-0.18795814"," 0.07628735","-0.17255827","-0.18805722","-0.17170624","-0.17247129","-0.10547852","-0.07714604"," 0.01355668"," 0.40675171"," 0.22982054","-0.17879478"," 0.28342294"," 0.25362783"," 0.01960048"," 0.08482741"," 0.22156125"," 0.16515723","-0.02649542"," 0.26855342"," 0.32125641"," 0.21736316"," 0.28389364"," 0.10692475"," 0.19699920"," 0.79969777"
"Thymine","-0.09588475","-0.08825228","-0.09618409","-0.09418267","-0.09911077","-0.09674384","-0.09866656","-0.08548768","-0.08100222","-0.09706836","-0.09011433","-0.09228078","-0.09643027","-0.09088814","-0.08403486","-0.09291489","-0.10057076","-0.09363569","-0.10154827","-0.09645149","-0.07425135","-0.05278343","-0.03914801","-0.02487783","-0.02835203"," 0.02412670"," 0.05006155"," 0.03344425"," 0.07337746"," 0.10008258"," 0.13015100"," 0.19731512"," 0.22533929"," 0.16534411"," 0.88114574"," 0.12321587"," 0.11530534"," 0.07776112"," 0.01304949","-0.11885426"
"Betonicine"," 0.077059276","-0.018941840"," 0.012635731","-0.013854214"," 0.954689601"," 0.017200966","-0.015678073","-0.030134498","-0.037013420","-0.018836863","-0.025871380"," 0.002895410"," 0.018554289","-0.037631967","-0.016338913","-0.005477838","-0.017877289","-0.034928688","-0.015132227","-0.010977564"," 0.039964917","-0.008739533","-0.045310399","-0.045309745","-0.045310297","-0.045309205","-0.045308713","-0.045309952","-0.045309618","-0.045308564","-0.045309992","-0.045308726","-0.045309085","-0.045309624","-0.045308686","-0.045309984","-0.045308776","-0.045308218","-0.045308271","-0.045308025"
"Guanine"," 0.063290846"," 0.598300192"," 0.441705165","-0.007124380"," 0.350809161"," 0.270120176"," 0.044227201","-0.130481930"," 0.008624767","-0.048632204","-0.105057232","-0.112130574"," 0.426050116","-0.060297466","-0.022163524","-0.144368653"," 0.214943388"," 0.482528223","-0.142679909"," 0.835102823","-0.159860153","-0.159992902","-0.163938678","-0.149457952","-0.155310951","-0.148261802","-0.140668172","-0.154999755","-0.150053777","-0.138034875","-0.156299161","-0.140699591","-0.138149865","-0.141756949","-0.123226147","-0.147731146","-0.141311106","-0.139587294","-0.148528734","-0.164897177"
"Isoxaben","-0.131314199"," 0.188519960"," 0.002205358"," 0.044893796"," 0.200880673","-0.186846185"," 0.083221869"," 0.036565610"," 0.085520802","-0.066995116","-0.033545621"," 0.104174489"," 0.222149463"," 0.326728661"," 0.058210448"," 0.061718129","-0.016823831"," 0.052472159","-0.139602885","-0.122695894","-0.379130640"," 0.046564552","-0.328812966","-0.096585385","-0.028984016","-0.388831717","-0.255876083"," 0.046617872","-0.141798873"," 0.611168283","-0.061799650","-0.064598190","-0.088220366"," 0.301570648","-0.291550362"," 0.072254929","-0.161723401"," 0.036756744","-0.191139209"," 0.594680145"
"Diethylphosphoric acid"," 0.761985545","-0.075672127"," 0.085552998"," 0.278820836","-0.124776122"," 0.091108845","-0.204870015","-0.219174094"," 0.662169862"," 0.344639586","-0.114700433"," 0.190948396"," 0.251579816","-0.019266949"," 0.104919830"," 0.182696807"," 0.476746786","-0.003793526"," 0.031658782"," 0.063257558","-0.158297545","-0.100536434","-0.087741771","-0.063005015","-0.238014455","-0.202269613","-0.127516937","-0.011096344","-0.155401347","-0.047937691","-0.160488408","-0.219735787","-0.101221108","-0.198642804","-0.164217326","-0.147248730","-0.054449745","-0.228999091","-0.129093215","-0.167919016"
"2-Naphthylamine"," 7.460783e-02","-3.781946e-02","-1.746901e-03","-8.600148e-02"," 3.518069e-02"," 1.620985e-02"," 1.063982e-01"," 8.030898e-03","-1.433424e-01"," 7.634494e-02","-1.430181e-01","-9.504778e-03","-6.275435e-02","-1.704313e-01"," 1.636835e-01"," 1.211034e-01","-4.329138e-03","-5.608192e-02","-1.657355e-01","-7.228906e-02","-3.564809e-02"," 5.691428e-05"," 6.509829e-02","-7.859472e-02"," 3.927366e-02","-4.570026e-02","-1.108666e-01"," 1.013171e-01","-1.567541e-01","-1.879889e-01"," 8.221091e-02"," 5.643463e-02","-2.006138e-01","-1.728652e-01"," 2.627245e-02"," 1.390873e-01","-4.984710e-02"," 1.694187e-01","-8.818221e-02"," 7.993862e-01"
"1,5-Naphthalenediamine"," 0.079686021","-0.011097872","-0.010151800","-0.045533561"," 0.065048863"," 0.048349017"," 0.144910038","-0.021569641","-0.107771432"," 0.114188827","-0.130730282"," 0.012641534","-0.032868469","-0.160199260"," 0.263643136"," 0.149136426"," 0.014840665","-0.019072571","-0.142448040","-0.020289271","-0.024789066"," 0.005291047"," 0.069085815","-0.150681649"," 0.063356528"," 0.059321494","-0.179459116"," 0.061889004","-0.126470785","-0.231569443"," 0.066797996"," 0.060362722","-0.218989910","-0.224191127"," 0.008951731"," 0.024369375","-0.205882089"," 0.162909049","-0.179444462"," 0.768430557"
